time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,81,10,369,39
2023-02-14 00:00:00+00:00,38,6,350,20
2023-02-15 00:00:00+00:00,39,7,317,21
2023-02-16 00:00:00+00:00,26,6,243,16
2023-02-17 00:00:00+00:00,133,7,421,15
2023-02-18 00:00:00+00:00,26,4,84,11
2023-02-19 00:00:00+00:00,192,5,320,18
2023-02-20 00:00:00+00:00,48,9,149,13
2023-02-21 00:00:00+00:00,64,5,547,199
2023-02-22 00:00:00+00:00,26,6,538,102
2023-02-23 00:00:00+00:00,32,8,370,35
2023-02-24 00:00:00+00:00,8,7,148,26
2023-02-25 00:00:00+00:00,6,2,52,15
2023-02-26 00:00:00+00:00,17,5,159,16
