time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-01 00:00:00+00:00,37,5,65,12
2023-05-02 00:00:00+00:00,9,3,58,11
2023-05-03 00:00:00+00:00,18,4,97,9
2023-05-04 00:00:00+00:00,52,8,136,22
2023-05-05 00:00:00+00:00,1,1,163,29
2023-05-06 00:00:00+00:00,7,1,175,20
2023-05-07 00:00:00+00:00,41,3,99,16
2023-05-08 00:00:00+00:00,51,4,112,20
2023-05-09 00:00:00+00:00,5,5,116,13
2023-05-10 00:00:00+00:00,10,4,207,21
2023-05-11 00:00:00+00:00,6,6,33,11
2023-05-12 00:00:00+00:00,4,3,30,9
2023-05-13 00:00:00+00:00,2,2,25,11
2023-05-14 00:00:00+00:00,2,2,37,5
