time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-05 00:00:00+00:00,36,5,102,19
2023-03-06 00:00:00+00:00,42,7,184,35
2023-03-07 00:00:00+00:00,5,2,102,15
2023-03-08 00:00:00+00:00,10,5,183,26
2023-03-09 00:00:00+00:00,21,6,192,20
2023-03-10 00:00:00+00:00,31,6,125,15
2023-03-11 00:00:00+00:00,16,7,106,21
2023-03-12 00:00:00+00:00,55,5,52,13
2023-03-13 00:00:00+00:00,27,5,60,21
2023-03-14 00:00:00+00:00,2,2,18,14
2023-03-15 00:00:00+00:00,10,3,33,11
2023-03-16 00:00:00+00:00,1,1,64,18
2023-03-17 00:00:00+00:00,74,4,103,15
2023-03-18 00:00:00+00:00,8,3,18,9
