time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-08 00:00:00+00:00,88,11,322,13
2023-02-09 00:00:00+00:00,30,3,253,22
2023-02-10 00:00:00+00:00,30,7,344,77
2023-02-11 00:00:00+00:00,5,5,85,15
2023-02-12 00:00:00+00:00,39,5,130,17
2023-02-13 00:00:00+00:00,81,10,369,39
2023-02-14 00:00:00+00:00,38,6,350,20
2023-02-15 00:00:00+00:00,39,7,317,21
2023-02-16 00:00:00+00:00,26,6,243,16
2023-02-17 00:00:00+00:00,133,7,421,15
2023-02-18 00:00:00+00:00,26,4,84,11
2023-02-19 00:00:00+00:00,192,5,320,18
2023-02-20 00:00:00+00:00,48,9,149,13
2023-02-21 00:00:00+00:00,60,5,534,191
