time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-22 00:00:00+00:00,63,3,139,15
2023-04-23 00:00:00+00:00,83,10,228,19
2023-04-24 00:00:00+00:00,4,2,94,15
2023-04-25 00:00:00+00:00,35,3,148,27
2023-04-26 00:00:00+00:00,2,2,81,14
2023-04-27 00:00:00+00:00,5,4,112,17
2023-04-28 00:00:00+00:00,73,5,70,16
2023-04-29 00:00:00+00:00,9,2,59,11
2023-04-30 00:00:00+00:00,6,3,71,12
2023-05-01 00:00:00+00:00,37,5,65,12
2023-05-02 00:00:00+00:00,9,3,58,11
2023-05-03 00:00:00+00:00,18,4,97,9
2023-05-04 00:00:00+00:00,52,8,136,22
2023-05-05 00:00:00+00:00,1,1,161,28
