time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-30 00:00:00+00:00,23,3,74,17
2023-05-31 00:00:00+00:00,53,6,270,15
2023-06-01 00:00:00+00:00,6,4,216,9
2023-06-02 00:00:00+00:00,38,7,147,9
2023-06-03 00:00:00+00:00,44,6,37,6
2023-06-04 00:00:00+00:00,12,3,103,10
2023-06-05 00:00:00+00:00,15,3,198,14
2023-06-06 00:00:00+00:00,87,7,213,15
2023-06-07 00:00:00+00:00,59,7,110,13
2023-06-08 00:00:00+00:00,7,3,145,18
2023-06-09 00:00:00+00:00,61,7,111,9
2023-06-10 00:00:00+00:00,3,2,32,10
2023-06-11 00:00:00+00:00,57,2,188,13
2023-06-12 00:00:00+00:00,47,8,205,80
