url_path,views_total,views_unique
/dbpunk-labs/db3,518,73
/dbpunk-labs/db3/pulls,291,11
/dbpunk-labs/db3/tree/main/src,79,9
/dbpunk-labs/db3/issues,50,13
/dbpunk-labs/db3/pull/494,41,1
/dbpunk-labs/db3/pull/491,39,5
/dbpunk-labs/db3/pull/498,36,2
/dbpunk-labs/db3/pull/501,34,2
/dbpunk-labs/db3/pull/493,27,4
/dbpunk-labs/db3/pull/491/files,26,5
