time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-21 00:00:00+00:00,81,11,321,16
2023-07-22 00:00:00+00:00,11,5,117,12
2023-07-23 00:00:00+00:00,12,3,138,14
2023-07-24 00:00:00+00:00,59,11,161,10
2023-07-25 00:00:00+00:00,24,7,180,10
2023-07-26 00:00:00+00:00,21,6,183,15
2023-07-27 00:00:00+00:00,52,10,233,15
2023-07-28 00:00:00+00:00,84,15,393,10
2023-07-29 00:00:00+00:00,10,4,104,10
2023-07-30 00:00:00+00:00,21,7,40,10
2023-07-31 00:00:00+00:00,43,13,216,12
2023-08-01 00:00:00+00:00,10,3,35,9
2023-08-02 00:00:00+00:00,12,4,29,9
2023-08-03 00:00:00+00:00,10,4,35,3
