referrer,views_total,views_unique
github.com,1500,52
gitee.com,40,17
Google,40,12
oschina.net,32,18
t.co,13,9
db3.network,9,5
alchemy.com,8,3
news.ycombinator.com,5,2
coveralls.io,5,1
medium.com,4,4
