time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-03 00:00:00+00:00,18.0,5.0,173,19
2023-03-04 00:00:00+00:00,32.0,5.0,81,13
2023-03-05 00:00:00+00:00,36.0,5.0,102,19
2023-03-06 00:00:00+00:00,42.0,7.0,184,35
2023-03-07 00:00:00+00:00,5.0,2.0,102,15
2023-03-08 00:00:00+00:00,10.0,5.0,183,26
2023-03-09 00:00:00+00:00,21.0,6.0,192,20
2023-03-10 00:00:00+00:00,31.0,6.0,125,15
2023-03-11 00:00:00+00:00,16.0,7.0,106,21
2023-03-12 00:00:00+00:00,55.0,5.0,52,13
2023-03-13 00:00:00+00:00,27.0,5.0,60,21
2023-03-14 00:00:00+00:00,2.0,2.0,18,14
2023-03-15 00:00:00+00:00,10.0,3.0,33,11
2023-03-16 00:00:00+00:00,,,62,17
