time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-06 00:00:00+00:00,7,1,175,20
2023-05-07 00:00:00+00:00,41,3,99,16
2023-05-08 00:00:00+00:00,51,4,112,20
2023-05-09 00:00:00+00:00,5,5,116,13
2023-05-10 00:00:00+00:00,10,4,207,21
2023-05-11 00:00:00+00:00,6,6,33,11
2023-05-12 00:00:00+00:00,4,3,30,9
2023-05-13 00:00:00+00:00,2,2,25,11
2023-05-14 00:00:00+00:00,12,4,37,5
2023-05-15 00:00:00+00:00,7,5,215,21
2023-05-16 00:00:00+00:00,8,6,68,14
2023-05-17 00:00:00+00:00,5,4,117,13
2023-05-18 00:00:00+00:00,2,2,92,12
2023-05-19 00:00:00+00:00,2,2,49,12
