time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-18 00:00:00+00:00,18,5,2,2
2023-08-19 00:00:00+00:00,18,4,5,4
2023-08-20 00:00:00+00:00,16,2,24,7
2023-08-21 00:00:00+00:00,19,5,21,4
2023-08-22 00:00:00+00:00,16,3,29,7
2023-08-23 00:00:00+00:00,17,4,36,6
2023-08-24 00:00:00+00:00,16,3,14,9
2023-08-25 00:00:00+00:00,16,3,33,9
2023-08-26 00:00:00+00:00,17,3,62,6
2023-08-27 00:00:00+00:00,18,5,51,6
2023-08-28 00:00:00+00:00,23,7,29,8
2023-08-29 00:00:00+00:00,15,2,33,14
2023-08-30 00:00:00+00:00,16,3,17,6
2023-08-31 00:00:00+00:00,15,3,118,7
