time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-12 00:00:00+00:00,5,3,60,12
2023-07-13 00:00:00+00:00,27,5,145,17
2023-07-14 00:00:00+00:00,14,5,154,5
2023-07-15 00:00:00+00:00,4,4,33,10
2023-07-16 00:00:00+00:00,7,3,37,7
2023-07-17 00:00:00+00:00,29,5,167,11
2023-07-18 00:00:00+00:00,60,7,300,17
2023-07-19 00:00:00+00:00,47,9,209,15
2023-07-20 00:00:00+00:00,62,6,468,10
2023-07-21 00:00:00+00:00,81,11,321,16
2023-07-22 00:00:00+00:00,11,5,117,12
2023-07-23 00:00:00+00:00,12,3,138,14
2023-07-24 00:00:00+00:00,59,11,161,10
2023-07-25 00:00:00+00:00,24,7,179,9
