referrer,views_total,views_unique
github.com,763,26
news.ycombinator.com,64,27
Google,24,10
db3.network,19,12
link.zhihu.com,10,3
t.co,7,5
docs.db3.network,7,1
medium.com,6,3
com.linkedin.android,5,4
coinsbench.com,5,1
