time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-13 00:00:00+00:00,2,2,25,11
2023-05-14 00:00:00+00:00,12,4,37,5
2023-05-15 00:00:00+00:00,7,5,215,21
2023-05-16 00:00:00+00:00,8,6,68,14
2023-05-17 00:00:00+00:00,5,4,117,13
2023-05-18 00:00:00+00:00,2,2,92,12
2023-05-19 00:00:00+00:00,2,2,49,12
2023-05-20 00:00:00+00:00,5,4,47,9
2023-05-21 00:00:00+00:00,22,6,27,5
2023-05-22 00:00:00+00:00,56,11,209,21
2023-05-23 00:00:00+00:00,9,4,127,12
2023-05-24 00:00:00+00:00,65,6,178,12
2023-05-25 00:00:00+00:00,6,3,69,10
2023-05-26 00:00:00+00:00,4,2,119,18
