url_path,views_total,views_unique
/dbpunk-labs/db3,701,133
/dbpunk-labs/db3/issues,255,12
/dbpunk-labs/db3/pulls,148,8
/dbpunk-labs/db3/graphs/traffic,94,2
/dbpunk-labs/db3/pulse,77,2
/dbpunk-labs/db3/pull/258,39,6
/dbpunk-labs/db3/pull/254,31,3
/dbpunk-labs/db3/issues/225,29,2
/dbpunk-labs/db3/issues/253,25,3
/dbpunk-labs/db3/tree/main/src,24,4
