url_path,views_total,views_unique
/dbpunk-labs/db3,1022,247
/dbpunk-labs/db3/pulls,421,9
/dbpunk-labs/db3/graphs/traffic,152,2
/dbpunk-labs/db3/issues,129,19
/dbpunk-labs/db3/stargazers,123,15
/dbpunk-labs/db3/pulse,105,3
/dbpunk-labs/db3/pull/297,88,8
/dbpunk-labs/db3/blob/main/README_zh_cn.md,79,60
/dbpunk-labs/db3/pull/302,75,3
/dbpunk-labs/db3/pull/306,57,7
