time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-06 00:00:00+00:00,87,7,213,15
2023-06-07 00:00:00+00:00,59,7,110,13
2023-06-08 00:00:00+00:00,7,3,145,18
2023-06-09 00:00:00+00:00,61,7,111,9
2023-06-10 00:00:00+00:00,3,2,32,10
2023-06-11 00:00:00+00:00,57,2,188,13
2023-06-12 00:00:00+00:00,47,8,205,80
2023-06-13 00:00:00+00:00,145,10,160,8
2023-06-14 00:00:00+00:00,74,10,332,80
2023-06-15 00:00:00+00:00,206,9,396,82
2023-06-16 00:00:00+00:00,99,4,202,82
2023-06-17 00:00:00+00:00,27,6,141,79
2023-06-18 00:00:00+00:00,9,4,28,5
2023-06-19 00:00:00+00:00,97,6,244,76
