time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-06 00:00:00+00:00,34,13,53,13
2023-11-07 00:00:00+00:00,34,11,122,12
2023-11-08 00:00:00+00:00,14,8,12,10
2023-11-09 00:00:00+00:00,8,4,66,13
2023-11-10 00:00:00+00:00,20,19,64,6
2023-11-11 00:00:00+00:00,20,10,10,3
2023-11-12 00:00:00+00:00,26,6,67,8
2023-11-13 00:00:00+00:00,27,9,31,10
2023-11-14 00:00:00+00:00,37,4,35,6
2023-11-15 00:00:00+00:00,23,5,15,5
2023-11-16 00:00:00+00:00,37,14,28,15
2023-11-17 00:00:00+00:00,23,6,12,8
2023-11-18 00:00:00+00:00,9,6,2,2
2023-11-19 00:00:00+00:00,33,8,24,3
