time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,12,9,24.0,5.0
2024-02-25 00:00:00+00:00,3,3,11.0,4.0
2024-02-26 00:00:00+00:00,7,6,21.0,1.0
2024-02-27 00:00:00+00:00,3,3,3.0,3.0
2024-02-28 00:00:00+00:00,5,5,21.0,4.0
2024-02-29 00:00:00+00:00,3,3,3.0,2.0
2024-03-01 00:00:00+00:00,4,3,54.0,3.0
2024-03-02 00:00:00+00:00,6,5,,
2024-03-03 00:00:00+00:00,2,2,5.0,2.0
2024-03-04 00:00:00+00:00,7,4,28.0,4.0
2024-03-05 00:00:00+00:00,4,4,4.0,3.0
2024-03-06 00:00:00+00:00,2,2,5.0,2.0
2024-03-07 00:00:00+00:00,4,4,7.0,4.0
2024-03-08 00:00:00+00:00,2,2,13.0,5.0
