time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-19 00:00:00+00:00,3,3,11,10
2024-01-20 00:00:00+00:00,3,3,4,4
2024-01-21 00:00:00+00:00,3,3,1,1
2024-01-22 00:00:00+00:00,8,5,10,7
2024-01-23 00:00:00+00:00,3,3,2,2
2024-01-24 00:00:00+00:00,3,3,9,7
2024-01-25 00:00:00+00:00,6,6,30,4
2024-01-26 00:00:00+00:00,5,5,3,2
2024-01-27 00:00:00+00:00,3,3,15,9
2024-01-28 00:00:00+00:00,4,4,2,2
2024-01-29 00:00:00+00:00,10,7,7,3
2024-01-30 00:00:00+00:00,4,4,19,7
2024-01-31 00:00:00+00:00,3,3,5,4
2024-02-01 00:00:00+00:00,19,6,5,4
