time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-18 00:00:00+00:00,,,37,1
2023-09-19 00:00:00+00:00,,,58,1
2023-09-20 00:00:00+00:00,1.0,1.0,392,1
2023-09-21 00:00:00+00:00,,,448,1
2023-09-22 00:00:00+00:00,1.0,1.0,160,1
2023-09-23 00:00:00+00:00,,,79,1
2023-09-24 00:00:00+00:00,,,187,1
2023-09-25 00:00:00+00:00,1.0,1.0,133,1
2023-09-26 00:00:00+00:00,1.0,1.0,544,1
2023-09-27 00:00:00+00:00,1.0,1.0,266,1
2023-09-28 00:00:00+00:00,173.0,48.0,910,186
2023-09-29 00:00:00+00:00,17.0,9.0,856,287
2023-09-30 00:00:00+00:00,113.0,15.0,570,72
2023-10-01 00:00:00+00:00,138.0,11.0,322,46
