time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,5,5,3,2
2024-01-27 00:00:00+00:00,3,3,15,9
2024-01-28 00:00:00+00:00,4,4,2,2
2024-01-29 00:00:00+00:00,10,7,7,3
2024-01-30 00:00:00+00:00,4,4,19,7
2024-01-31 00:00:00+00:00,3,3,5,4
2024-02-01 00:00:00+00:00,19,6,5,4
2024-02-02 00:00:00+00:00,4,4,2,2
2024-02-03 00:00:00+00:00,4,4,18,4
2024-02-04 00:00:00+00:00,2,2,3,3
2024-02-05 00:00:00+00:00,8,6,8,4
2024-02-06 00:00:00+00:00,2,2,2,2
2024-02-07 00:00:00+00:00,3,3,9,5
2024-02-08 00:00:00+00:00,3,3,8,5
