time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,2,2,1.0,1.0
2024-01-10 00:00:00+00:00,4,3,54.0,6.0
2024-01-11 00:00:00+00:00,3,3,25.0,11.0
2024-01-12 00:00:00+00:00,3,2,31.0,3.0
2024-01-13 00:00:00+00:00,3,3,10.0,5.0
2024-01-14 00:00:00+00:00,3,3,,
2024-01-15 00:00:00+00:00,4,3,5.0,5.0
2024-01-16 00:00:00+00:00,2,2,6.0,5.0
2024-01-17 00:00:00+00:00,3,3,4.0,4.0
2024-01-18 00:00:00+00:00,4,4,24.0,11.0
2024-01-19 00:00:00+00:00,3,3,11.0,10.0
2024-01-20 00:00:00+00:00,3,3,4.0,4.0
2024-01-21 00:00:00+00:00,3,3,1.0,1.0
2024-01-22 00:00:00+00:00,8,5,10.0,7.0
