time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-19 00:00:00+00:00,3.0,3.0,15,6
2023-12-20 00:00:00+00:00,1.0,1.0,18,5
2023-12-21 00:00:00+00:00,1.0,1.0,11,4
2023-12-22 00:00:00+00:00,3.0,3.0,19,9
2023-12-23 00:00:00+00:00,15.0,2.0,4,2
2023-12-24 00:00:00+00:00,1.0,1.0,4,2
2023-12-25 00:00:00+00:00,5.0,2.0,9,3
2023-12-26 00:00:00+00:00,1.0,1.0,11,3
2023-12-27 00:00:00+00:00,8.0,2.0,15,5
2023-12-28 00:00:00+00:00,6.0,6.0,23,2
2023-12-29 00:00:00+00:00,2.0,2.0,17,2
2023-12-30 00:00:00+00:00,4.0,2.0,7,3
2023-12-31 00:00:00+00:00,,,5,4
2024-01-01 00:00:00+00:00,9.0,5.0,6,6
