time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-13 00:00:00+00:00,54.0,13.0,49,7
2023-12-14 00:00:00+00:00,2.0,2.0,11,7
2023-12-15 00:00:00+00:00,,,25,18
2023-12-16 00:00:00+00:00,7.0,3.0,1,1
2023-12-17 00:00:00+00:00,1.0,1.0,1,1
2023-12-18 00:00:00+00:00,11.0,6.0,7,6
2023-12-19 00:00:00+00:00,3.0,3.0,15,6
2023-12-20 00:00:00+00:00,1.0,1.0,18,5
2023-12-21 00:00:00+00:00,1.0,1.0,11,4
2023-12-22 00:00:00+00:00,3.0,3.0,19,9
2023-12-23 00:00:00+00:00,15.0,2.0,4,2
2023-12-24 00:00:00+00:00,1.0,1.0,4,2
2023-12-25 00:00:00+00:00,5.0,2.0,9,3
2023-12-26 00:00:00+00:00,1.0,1.0,11,3
