time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-14 00:00:00+00:00,37,4,35,6
2023-11-15 00:00:00+00:00,23,5,15,5
2023-11-16 00:00:00+00:00,37,14,28,15
2023-11-17 00:00:00+00:00,23,6,12,8
2023-11-18 00:00:00+00:00,9,6,2,2
2023-11-19 00:00:00+00:00,33,8,24,3
2023-11-20 00:00:00+00:00,44,11,31,13
2023-11-21 00:00:00+00:00,23,6,9,5
2023-11-22 00:00:00+00:00,14,7,15,7
2023-11-23 00:00:00+00:00,4,4,6,6
2023-11-24 00:00:00+00:00,15,5,26,5
2023-11-25 00:00:00+00:00,19,9,113,4
2023-11-26 00:00:00+00:00,24,9,5,5
2023-11-27 00:00:00+00:00,16,8,11,5
