time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-15 00:00:00+00:00,,,145,1
2023-09-16 00:00:00+00:00,1.0,1.0,130,1
2023-09-17 00:00:00+00:00,,,49,1
2023-09-18 00:00:00+00:00,,,37,1
2023-09-19 00:00:00+00:00,,,58,1
2023-09-20 00:00:00+00:00,1.0,1.0,392,1
2023-09-21 00:00:00+00:00,,,448,1
2023-09-22 00:00:00+00:00,1.0,1.0,160,1
2023-09-23 00:00:00+00:00,,,79,1
2023-09-24 00:00:00+00:00,,,187,1
2023-09-25 00:00:00+00:00,1.0,1.0,133,1
2023-09-26 00:00:00+00:00,1.0,1.0,544,1
2023-09-27 00:00:00+00:00,1.0,1.0,266,1
2023-09-28 00:00:00+00:00,173.0,48.0,819,150
