time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-23 00:00:00+00:00,,,79,1
2023-09-24 00:00:00+00:00,,,187,1
2023-09-25 00:00:00+00:00,1.0,1.0,133,1
2023-09-26 00:00:00+00:00,1.0,1.0,544,1
2023-09-27 00:00:00+00:00,1.0,1.0,266,1
2023-09-28 00:00:00+00:00,173.0,48.0,910,186
2023-09-29 00:00:00+00:00,17.0,9.0,856,287
2023-09-30 00:00:00+00:00,113.0,15.0,570,72
2023-10-01 00:00:00+00:00,140.0,11.0,328,51
2023-10-02 00:00:00+00:00,95.0,17.0,238,62
2023-10-03 00:00:00+00:00,100.0,15.0,242,44
2023-10-04 00:00:00+00:00,214.0,30.0,475,59
2023-10-05 00:00:00+00:00,42.0,15.0,598,132
2023-10-06 00:00:00+00:00,144.0,15.0,429,73
