referrer,views_total,views_unique
github.com,46,5
coinsbench.com,34,21
blog.db3.network,6,2
t.co,3,1
db3-network-crud-todomvc-demo.imotai.repl.co,3,1
dev.to,2,2
medium.com,2,1
Google,1,1
