time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-05 00:00:00+00:00,31.0,5.0,64,3
2023-06-06 00:00:00+00:00,37.0,4.0,67,3
2023-06-07 00:00:00+00:00,4.0,2.0,52,2
2023-06-08 00:00:00+00:00,5.0,4.0,39,3
2023-06-09 00:00:00+00:00,27.0,6.0,12,1
2023-06-10 00:00:00+00:00,1.0,1.0,6,6
2023-06-11 00:00:00+00:00,2.0,1.0,47,4
2023-06-12 00:00:00+00:00,29.0,6.0,62,3
2023-06-13 00:00:00+00:00,25.0,5.0,6,2
2023-06-14 00:00:00+00:00,136.0,13.0,200,2
2023-06-15 00:00:00+00:00,6.0,3.0,94,1
2023-06-16 00:00:00+00:00,26.0,3.0,53,5
2023-06-17 00:00:00+00:00,6.0,4.0,16,2
2023-06-18 00:00:00+00:00,,,6,2
