referrer,views_total,views_unique
github.com,265,8
oschina.net,35,3
db3-network-crud-todomvc-demo.imotai.repl.co,16,4
blog.db3.network,12,7
coinsbench.com,7,7
t.co,4,2
dev.to,2,2
medium.com,2,1
db3-network-crud-todomvc-demo--imotai.repl.co,1,1
Google,1,1
