time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-10 00:00:00+00:00,20.0,5.0,106,3
2023-02-11 00:00:00+00:00,,,12,2
2023-02-12 00:00:00+00:00,,,12,2
2023-02-13 00:00:00+00:00,1.0,1.0,12,4
2023-02-14 00:00:00+00:00,1.0,1.0,38,3
2023-02-15 00:00:00+00:00,1.0,1.0,15,2
2023-02-16 00:00:00+00:00,1.0,1.0,16,4
2023-02-17 00:00:00+00:00,33.0,6.0,60,3
2023-02-18 00:00:00+00:00,6.0,5.0,27,2
2023-02-19 00:00:00+00:00,4.0,1.0,53,3
2023-02-20 00:00:00+00:00,5.0,3.0,8,2
2023-02-21 00:00:00+00:00,,,11,2
2023-02-22 00:00:00+00:00,1.0,1.0,5,4
2023-02-23 00:00:00+00:00,14.0,4.0,41,1
