referrer,views_total,views_unique
github.com,183,7
oschina.net,30,1
coinsbench.com,15,13
blog.db3.network,12,7
dev.to,3,3
t.co,3,1
db3-network-crud-todomvc-demo.imotai.repl.co,3,1
medium.com,2,1
