referrer,views_total,views_unique
github.com,218,8
oschina.net,32,2
coinsbench.com,14,12
blog.db3.network,12,7
db3-network-crud-todomvc-demo.imotai.repl.co,6,2
t.co,4,2
dev.to,3,3
medium.com,2,1
