time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-26 00:00:00+00:00,19.0,5.0,303,4
2023-02-27 00:00:00+00:00,8.0,3.0,190,8
2023-02-28 00:00:00+00:00,18.0,4.0,255,4
2023-03-01 00:00:00+00:00,2.0,1.0,105,8
2023-03-02 00:00:00+00:00,10.0,6.0,71,6
2023-03-03 00:00:00+00:00,2.0,2.0,37,7
2023-03-04 00:00:00+00:00,20.0,5.0,126,6
2023-03-05 00:00:00+00:00,17.0,5.0,38,6
2023-03-06 00:00:00+00:00,5.0,4.0,62,5
2023-03-07 00:00:00+00:00,5.0,3.0,51,5
2023-03-08 00:00:00+00:00,3.0,1.0,96,5
2023-03-09 00:00:00+00:00,13.0,7.0,28,4
2023-03-10 00:00:00+00:00,1.0,1.0,2,2
2023-03-11 00:00:00+00:00,,,8,3
